review_id,store_name,city,state,rating,review_text,review_date,reviewer
298,McDonald's Drive-Thru,Los Angeles,CA,5,They got everything right. Drive-thru was super fast.,2023-05-28,user_83153
299,McDonald's (Walmart),Austin,TX,5,Very clean dining area. Coffee is actually really good here.,2021-04-15,user_49831
300,McDonald's,Chicago,IL,5,Food was ready almost instantly. Can't beat the price! Highly recommended!,2024-05-09,user_92894
301,McDonald's (Highway),Tampa,FL,1,For these prices I'd rather eat somewhere else.  Staff was rude and unhelpful.  They got my order wrong.  Again.  Save your money and go somewhere else!,2021-12-18,user_92765
302,McDonald's (Highway),Memphis,TN,5,Dollar menu is a lifesaver. Drive-thru was super fast. They got everything right. Highly recommended! This is my go-to McDonald's!,2020-12-23,user_70584
303,McDonald's (Highway),Albuquerque,NM,4,Drive-thru was super fast. Order was 100% correct. One of the cleanest fast food places I've been to.,2019-04-01,user_32560
304,McDonald's (Walmart),Sacramento,CA,1,Employee rolled their eyes when I asked a question. Worst burger I've ever had. Save your money and go somewhere else!,2018-05-19,user_14699
305,McDonald's Drive-Thru,Memphis,TN,5,"Perfect order, nothing missing. Quick service even during lunch rush. Quick and courteous service.",2023-07-16,user_64606
306,McDonald's,New York,NY,3,Nothing special but nothing terrible either. The cashier was incredibly rude.,2021-10-09,user_33174
307,McDonald's,San Antonio,TX,5,"Bathrooms were surprisingly clean. Drive-thru was super fast. Service with a smile! Perfect order, nothing missing.",2018-11-03,user_7821
308,McDonald's Drive-Thru,Oklahoma City,OK,4,Great customer service! The food quality has improved a lot. Restaurant was spotless and clean. Order was 100% correct. Will come back.,2023-10-05,user_7414
309,McDonald's (Highway),Indianapolis,IN,1,Drive-thru took forever. Food was terrible. Cold fries and soggy burger. Will not return.,2018-02-25,user_24619
310,McDonald's (Airport),Orlando,FL,2,For these prices I'd rather eat somewhere else. I ordered a Big Mac and got a McChicken. Waited 30 minutes in the drive-thru line.,2019-01-10,user_55071
311,McDonald's (Walmart),Cleveland,OH,3,Average fast food experience. They forgot my order and I had to wait another 10 minutes. Could be better.,2021-11-07,user_54433
312,McDonald's,San Diego,CA,5,Restaurant was spotless and clean. Fastest McDonald's I've been to. The crew was fast and efficient. Can't beat the price! ,2022-05-14,user_57839
313,McDonald's (Highway),Cincinnati,OH,5,"Restaurant was spotless and clean. Best fries in fast food, always crispy. Highly recommended!",2023-02-27,user_61083
314,McDonald's (Walmart),Pittsburgh,PA,5,"No wait at all, very efficient. Egg McMuffin was perfect this morning. Staff went above and beyond. One of the cleanest fast food places I've been to.",2021-08-11,user_81944
315,McDonald's (Highway),Cleveland,OH,4,"Staff went above and beyond. Quick service even during lunch rush. Perfect order, nothing missing. Will come back.",2024-01-17,user_82268
316,McDonald's,Cleveland,OH,5,"Food was ready almost instantly. Very friendly employees at this location. Great tasting burgers and crispy fries. Perfect order, nothing missing. This is my go-to McDonald's!",2023-01-06,user_45262
317,McDonald's Drive-Thru,Louisville,KY,5,Fresh food and great quality. Very friendly employees at this location. Great deals on the app. They got everything right.,2021-01-06,user_12168
318,McDonald's Drive-Thru,Orlando,FL,1,Worst customer service ever. For these prices I'd rather eat somewhere else. Burger was dry and tasteless. Will not return.,2021-04-11,user_38889
319,McDonald's,Fresno,CA,3,Average fast food experience. The food quality has improved a lot. The burger was cold and stale.,2023-08-23,user_82235
320,McDonald's,New York,NY,5,VERY CLEAN DINING AREA. FRESH FOOD AND GREAT QUALITY. GOT MY FOOD IN UNDER 3 MINUTES! STAFF WENT ABOVE AND BEYOND. THIS IS MY GO-TO MCDONALD'S!,2023-10-10,user_11764
321,McDonald's (Walmart),Richmond,VA,5,In and out in 5 minutes. Dollar menu is a lifesaver. Very clean dining area. McNuggets were perfectly cooked. This is my go-to McDonald's!,2018-06-09,user_67619
322,McDonald's Drive-Thru,San Antonio,TX,1,"There were flies buzzing around the dining area. Rude staff, will not return. For these prices I'd rather eat somewhere else. The burger was cold and stale. Save your money and go somewhere else!",2019-03-16,user_48950
323,McDonald's (Highway),Portland,OR,5,Service with a smile! Dollar menu is a lifesaver. Quarter Pounder was juicy and fresh. Order was 100% correct. Highly recommended! This is my go-to McDonald's!,2018-10-12,user_42096
324,McDonald's Drive-Thru,Atlanta,GA,1,15 minute wait for a simple order. The burger was cold and stale. Worst customer service ever. Missing items from my order. Save your money and go somewhere else!,2022-08-18,user_6063
325,McDonald's (Walmart),Kansas City,MO,1,"Shrinkflation is real here. Smaller portions, higher prices. There were flies buzzing around the dining area. Save your money and go somewhere else!",2019-01-11,user_88587
326,McDonald's (Highway),San Diego,CA,1,Way too expensive for fast food. 15 minute wait for a simple order. Fries were cold and limp.,2020-09-12,user_21506
327,McDonald's Drive-Thru,Boise,ID,1,For these prices I'd rather eat somewhere else. Took 25 minutes to get a Happy Meal. No one greeted me or acknowledged my presence. Will not return. Save your money and go somewhere else!,2019-05-06,user_59278
328,McDonald's Drive-Thru,Memphis,TN,3,Hit or miss at this location. Breakfast sandwich was ice cold. Could be better.,2018-08-25,user_82281
329,McDonald's (Walmart),Detroit,MI,1,The restaurant was filthy. Wrong order. Had to go back. Employee rolled their eyes when I asked a question.,2022-05-30,user_84032
330,McDonald's Drive-Thru,Boise,ID,4,They got my order right and were very polite. They got everything right. Bathrooms were surprisingly clean.,2020-06-12,user_40700
331,McDonald's (Walmart),Portland,OR,5,Very clean dining area. Great tasting burgers and crispy fries. Highly recommended! This is my go-to McDonald's!,2024-01-08,user_5932
332,McDonald's (Highway),Oklahoma City,OK,4,Everything tasted fresh and well-prepared. Fastest McDonald's I've been to. One of the cleanest fast food places I've been to. Good food at affordable prices.,2022-11-07,user_50561
333,McDonald's (Walmart),Orlando,FL,4,"They got everything right. No wait at all, very efficient. Will come back.",2023-02-12,user_72241
334,McDonald's (Airport),Columbus,OH,5,Restaurant was spotless and clean. Order was 100% correct. This is my go-to McDonald's!,2024-12-04,user_91350
335,McDonald's (Walmart),Orlando,FL,1,"Bathrooms were absolutely disgusting. Shrinkflation is real here. Smaller portions, higher prices. Missing items from my order. The cashier was incredibly rude. Save your money and go somewhere else!",2020-11-29,user_14338
336,McDonald's,Phoenix,AZ,5,Good food at affordable prices. Impressed by how friendly everyone was. Very clean dining area.,2020-06-07,user_44800
337,McDonald's (Airport),Milwaukee,WI,1,"Slowest service I've ever experienced. The meat patty was paper thin. Rude staff, will not return. They forgot my drink and fries.",2022-01-09,user_76894
338,McDonald's (Airport),Baltimore,MD,5,Tables were wiped down and floors were clean. Order was 100% correct.,2021-12-10,user_37592
339,McDonald's,Seattle,WA,3,Hit or miss at this location. Took 25 minutes to get a Happy Meal.,2020-10-23,user_17603
340,McDonald's (Walmart),Pittsburgh,PA,2,"15 minute wait for a simple order.  The cashier was incredibly rude.  Shrinkflation is real here.  Smaller portions, higher prices.",2018-10-12,user_76930
341,McDonald's,San Diego,CA,5,"The food quality has improved a lot. Tables were wiped down and floors were clean. Order was 100% correct. No wait at all, very efficient. This is my go-to McDonald's!",2019-06-23,user_10004
342,McDonald's (Walmart),Memphis,TN,4,food was ready almost instantly. the crew was fast and efficient. will come back.,2019-09-01,user_67908
343,McDonald's (Walmart),Detroit,MI,4,"Perfect order, nothing missing. Manager was very accommodating. Will come back.",2023-09-23,user_86336
344,McDonald's Drive-Thru,Jacksonville,FL,5,Drive-thru was super fast. Bathrooms were surprisingly clean. The Big Mac was fresh and delicious. Great value for the money. Highly recommended! This is my go-to McDonald's!,2020-10-16,user_83706
345,McDonald's (Highway),Indianapolis,IN,5,MANAGER WAS VERY ACCOMMODATING. CAN'T BEAT THE PRICE! ORDER WAS 100% CORRECT. VERY CLEAN DINING AREA. THIS IS MY GO-TO MCDONALD'S! ,2023-04-07,user_60062
346,McDonald's (Airport),San Diego,CA,4,Staff went above and beyond. The new menu items are fantastic. Good food at affordable prices. Very clean dining area.,2024-04-23,user_1414
347,McDonald's (Airport),Columbus,OH,5,Breakfast menu is excellent here. Very clean dining area. Highly recommended! This is my go-to McDonald's!,2018-10-28,user_43646
348,McDonald's (Airport),Albuquerque,NM,1,"Rude staff, will not return.  15 minute wait for a simple order.  Garbage overflowing from every trash can.  Shrinkflation is real here.  Smaller portions, higher prices.  Will not return.",2018-07-14,user_14305
349,McDonald's (Walmart),Milwaukee,WI,1,For these prices I'd rather eat somewhere else. No one greeted me or acknowledged my presence. Slowest service I've ever experienced. I ordered a Big Mac and got a McChicken. Will not return. Save your money and go somewhere else!,2018-09-29,user_87946
350,McDonald's (Highway),New York,NY,5,The new menu items are fantastic. Quick and courteous service. Fastest McDonald's I've been to.,2023-12-05,user_26217
351,McDonald's (Walmart),Los Angeles,CA,2,Garbage overflowing from every trash can. They got my order wrong. Again. The meat patty was paper thin. Prices have gone up so much. Very disappointing.,2022-05-25,user_87321
352,McDonald's (Airport),Oklahoma City,OK,4,"Food was hot and tasty as always. Perfect order, nothing missing.",2023-02-28,user_37745
353,McDonald's (Highway),Indianapolis,IN,3,Average fast food experience. Staff was friendly and helpful.,2024-10-24,user_71908
354,McDonald's,Richmond,VA,1,There were flies buzzing around the dining area. Order was completely wrong. They forgot my order and I had to wait another 10 minutes.,2022-05-02,user_53148
355,McDonald's (Highway),Kansas City,MO,4,"They got everything right. Best fries in fast food, always crispy. Manager was very accommodating.",2022-12-29,user_82765
356,McDonald's,Milwaukee,WI,5,Great value for the money. McNuggets were perfectly cooked. Quick service even during lunch rush.,2018-08-17,user_83168
357,McDonald's (Walmart),San Jose,CA,5,"One of the cleanest fast food places I've been to. Can't beat the price! Perfect order, nothing missing. Highly recommended! This is my go-to McDonald's!",2018-01-16,user_51946
358,McDonald's,Albuquerque,NM,5,"Staff was friendly and helpful. No wait at all, very efficient. Great value for the money. Fresh food and great quality.",2020-06-20,user_85890
359,McDonald's,Baltimore,MD,1,My Big Mac looked nothing like the picture. For these prices I'd rather eat somewhere else. Missing half the items from a large order. Will not return.,2020-01-27,user_44485
360,McDonald's,Fort Worth,TX,1,Staff was rude and unhelpful. Bathrooms were absolutely disgusting. They forgot my order and I had to wait another 10 minutes. Way too expensive for fast food. Save your money and go somewhere else!,2024-09-21,user_13453
361,McDonald's Drive-Thru,Boise,ID,3,Average fast food experience. The Big Mac was fresh and delicious.,2024-10-01,user_82369
362,McDonald's Drive-Thru,Charlotte,NC,4,"One of the cleanest fast food places I've been to. Perfect order, nothing missing.",2024-07-16,user_48266
363,McDonald's (Highway),Cleveland,OH,5,Can't beat the price! They got my order right and were very polite. Fastest McDonald's I've been to. Highly recommended! This is my go-to McDonald's!,2023-02-24,user_4100
364,McDonald's (Walmart),Salt Lake City,UT,3,It's fine for what it is. Great tasting burgers and crispy fries. Could be better.,2020-08-05,user_90225
365,McDonald's (Walmart),Orlando,FL,2,Manager was no help when I complained. There were flies buzzing around the dining area.,2022-08-05,user_7461
366,McDonald's,Boise,ID,1,No one greeted me or acknowledged my presence. Not worth the price anymore. Will not return.,2021-02-07,user_45854
367,McDonald's (Highway),Seattle,WA,4,In and out in 5 minutes. Bathrooms were surprisingly clean. Good food at affordable prices. Will come back.,2023-07-03,user_82484
368,McDonald's,Tucson,AZ,5,"Coffee is actually really good here. Perfect order, nothing missing. Staff went above and beyond.",2023-10-18,user_51113
369,McDonald's (Walmart),Phoenix,AZ,5,Bathrooms were surprisingly clean. Impressed by how friendly everyone was. Food was hot and tasty as always. This is my go-to McDonald's!,2023-11-18,user_47203
370,McDonald's (Walmart),San Jose,CA,4,Order was 100% correct. Fastest McDonald's I've been to. The crew was fast and efficient. Will come back.,2021-02-01,user_20165
371,McDonald's,Houston,TX,5,"Got my food in under 3 minutes! Dollar menu is a lifesaver. Very friendly employees at this location. Perfect order, nothing missing. Highly recommended!",2023-05-23,user_67483
372,McDonald's,Portland,OR,4,"McNuggets were perfectly cooked. Perfect order, nothing missing.",2019-05-07,user_10314
373,McDonald's (Airport),Pittsburgh,PA,5," Restaurant was spotless and clean. The Big Mac was fresh and delicious. They got everything right. No wait at all, very efficient. This is my go-to McDonald's!",2022-03-26,user_43194
374,McDonald's Drive-Thru,Phoenix,AZ,4,Food was hot and tasty as always. Quick service even during lunch rush. Dollar menu is a lifesaver.,2019-12-31,user_36228
375,McDonald's (Highway),Baltimore,MD,5,"Quick service even during lunch rush. Best fries in fast food, always crispy. Perfect order, nothing missing. Dollar menu is a lifesaver. This is my go-to McDonald's!",2022-05-02,user_74279
376,McDonald's (Airport),Louisville,KY,4,Breakfast menu is excellent here. Great deals on the app. The crew was fast and efficient. Will come back.,2024-03-30,user_66828
377,McDonald's (Airport),Oklahoma City,OK,5,"Tables were wiped down and floors were clean. Perfect order, nothing missing.",2019-06-05,user_39509
378,McDonald's (Airport),Cincinnati,OH,5,Quick service even during lunch rush.  Coffee is actually really good here.  Order was 100% correct.,2023-12-24,user_89112
379,McDonald's (Walmart),Fresno,CA,3,Hit or miss at this location. Everything tasted fresh and well-prepared. Could be better.,2024-09-08,user_93555
380,McDonald's (Walmart),Sacramento,CA,4,Quick service even during lunch rush. Very clean dining area. McNuggets were perfectly cooked. Order was 100% correct. Will come back.,2022-03-15,user_77503
381,McDonald's Drive-Thru,Atlanta,GA,4,"Egg McMuffin was perfect this morning. Perfect order, nothing missing.",2019-05-12,user_8794
382,McDonald's (Walmart),Seattle,WA,1,Garbage overflowing from every trash can. Waited 20 minutes for my order. Save your money and go somewhere else!,2020-09-30,user_63743
383,McDonald's (Walmart),Nashville,TN,5,Bathrooms were surprisingly clean. Great value for the money. Highly recommended!,2022-08-12,user_3230
384,McDonald's (Airport),Phoenix,AZ,2,The cashier was incredibly rude. Missing half the items from a large order. Took 25 minutes to get a Happy Meal.,2019-11-04,user_70894
385,McDonald's (Walmart),San Francisco,CA,3,Typical fast food visit. Great customer service!,2024-11-30,user_81309
386,McDonald's (Highway),Oklahoma City,OK,5,Great deals on the app. Very clean dining area. The Big Mac was fresh and delicious. Highly recommended! This is my go-to McDonald's!,2024-09-05,user_35597
387,McDonald's,Chicago,IL,4, One of the cleanest fast food places I've been to. Drive-thru was super fast.,2021-08-31,user_95714
388,McDonald's (Airport),San Diego,CA,4,Can't beat the price! Coffee is actually really good here.,2020-03-07,user_38561
389,McDonald's (Walmart),Tampa,FL,1,Tables were sticky and trash everywhere. The cheese wasn't even melted.,2020-06-17,user_26621
390,McDonald's (Highway),Tucson,AZ,5,Order was 100% correct. They got my order right and were very polite. In and out in 5 minutes.,2019-06-09,user_44876
391,McDonald's (Airport),Cleveland,OH,1,drive-thru took forever. way too expensive for fast food. the cashier was incredibly rude. missing items from my order. will not return.,2024-12-24,user_91776
392,McDonald's (Highway),Los Angeles,CA,1,For these prices I'd rather eat somewhere else. Floors were dirty and tables hadn't been wiped. Waited 20 minutes for my order. Will not return.,2021-03-25,user_36123
393,McDonald's (Walmart),Indianapolis,IN,5,Fresh food and great quality. Quick service even during lunch rush. They got everything right. Great deals on the app. This is my go-to McDonald's!,2018-07-31,user_2037
394,McDonald's (Airport),Kansas City,MO,3,Hit or miss at this location. Waited 20 minutes for my order. Could be better.,2020-03-09,user_9446
395,McDonald's,Richmond,VA,5,Order was 100% correct. Got my food in under 3 minutes! Great deals on the app. This is my go-to McDonald's!,2019-09-21,user_8156
396,McDonald's (Highway),Sacramento,CA,5,Drive-thru was super fast. They got everything right. Fresh food and great quality.,2021-12-09,user_47018
397,McDonald's (Airport),Tucson,AZ,4,"One of the cleanest fast food places I've been to. Service with a smile! Perfect order, nothing missing. Will come back.",2019-11-15,user_82979
398,McDonald's (Airport),Denver,CO,1,Waited 20 minutes for my order. Breakfast sandwich was ice cold. For these prices I'd rather eat somewhere else. Missing half the items from a large order. Save your money and go somewhere else!,2024-01-31,user_64048
399,McDonald's Drive-Thru,Richmond,VA,4," Dollar menu is a lifesaver. Chicken sandwich was surprisingly good. Perfect order, nothing missing.",2023-04-19,user_37355
400,McDonald's,Richmond,VA,5,Food was hot and tasty as always. Restaurant was spotless and clean. The crew was fast and efficient.,2019-10-20,user_59665
401,McDonald's (Airport),Salt Lake City,UT,4,Food was ready almost instantly. Staff went above and beyond.,2024-06-16,user_13449
402,McDonald's (Highway),San Diego,CA,2,Bathrooms were absolutely disgusting. Worst customer service ever.,2023-03-10,user_86128
403,McDonald's (Highway),Tulsa,OK,1,Order was completely wrong. Manager was no help when I complained. Floors were dirty and tables hadn't been wiped. Will not return. Save your money and go somewhere else!,2024-05-25,user_54102
404,McDonald's (Airport),Albuquerque,NM,4,Very clean dining area. They got my order right and were very polite. ,2022-02-16,user_71549
405,McDonald's Drive-Thru,San Antonio,TX,2,They acted like I was bothering them. Missing items from my order. Floors were dirty and tables hadn't been wiped.,2018-07-09,user_59083
406,McDonald's (Airport),Las Vegas,NV,1,Not worth the price anymore. Coffee tasted burnt and old. There were flies buzzing around the dining area.,2022-09-23,user_18257
407,McDonald's (Airport),Cincinnati,OH,5,"Fresh food and great quality. No wait at all, very efficient. Very clean dining area.",2021-05-24,user_91480
408,McDonald's (Airport),Houston,TX,3,Mediocre but acceptable.,2022-01-21,user_63522
409,McDonald's (Highway),Tulsa,OK,1,Garbage overflowing from every trash can. Waited 30 minutes in the drive-thru line. Save your money and go somewhere else!,2019-10-28,user_39849
410,McDonald's (Airport),San Jose,CA,3,"It's fine for what it is. Rude staff, will not return.",2022-10-02,user_96183
411,McDonald's (Airport),San Antonio,TX,4,They got my order right and were very polite. The new menu items are fantastic.,2020-03-27,user_29524
412,McDonald's (Highway),Baltimore,MD,5," Perfect order, nothing missing. Got my food in under 3 minutes!",2024-01-05,user_3596
413,McDonald's,Tucson,AZ,2,"I ordered a Big Mac and got a McChicken. Shrinkflation is real here. Smaller portions, higher prices. Manager was no help when I complained. Very disappointing.",2021-12-22,user_24959
414,McDonald's Drive-Thru,Cleveland,OH,4,"They got my order right and were very polite. In and out in 5 minutes. Best fries in fast food, always crispy.",2020-11-06,user_69126
415,McDonald's (Walmart),Columbus,OH,1, The place looked like it hadn't been cleaned in days. They got my order wrong. Again. Save your money and go somewhere else! ,2024-07-13,user_90873
416,McDonald's (Airport),Charlotte,NC,5,Great value for the money. Fastest McDonald's I've been to. Coffee is actually really good here. Highly recommended!,2021-03-30,user_85554
417,McDonald's Drive-Thru,Columbus,OH,4,Got my food in under 3 minutes! They got everything right. Great deals on the app. Very clean dining area.,2020-11-02,user_44137
418,McDonald's,Cincinnati,OH,5,Staff went above and beyond. Fastest McDonald's I've been to. This is my go-to McDonald's!,2022-05-07,user_16762
419,McDonald's Drive-Thru,Raleigh,NC,1,I ordered a Big Mac and got a McChicken. Nobody seemed to care about the customers. Food was terrible. Cold fries and soggy burger. Way too expensive for fast food. Will not return.,2024-01-14,user_60829
420,McDonald's Drive-Thru,Raleigh,NC,5,They got my order right and were very polite. McFlurry was made perfectly. Quick service even during lunch rush. This is my go-to McDonald's!!!!!,2024-03-01,user_2981
421,McDonald's Drive-Thru,Philadelphia,PA,5,Fastest McDonald's I've been to. Order was 100% correct. This is my go-to McDonald's!,2019-06-26,user_84665
422,McDonald's Drive-Thru,Omaha,NE,4,Manager was very accommodating. The food quality has improved a lot. Great deals on the app. Will come back.,2023-06-29,user_95058
423,McDonald's (Highway),San Diego,CA,4,They got everything right. Very clean dining area.,2023-10-10,user_7022
424,McDonald's (Walmart),Fresno,CA,1,The restaurant was filthy. Not worth the price anymore. No one greeted me or acknowledged my presence. Will not return.,2022-09-30,user_94666
425,McDonald's (Highway),Portland,OR,3,Nothing special but nothing terrible either. Everything tasted fresh and well-prepared. Fries were cold and limp. Could be better.,2023-04-10,user_16492
426,McDonald's (Airport),Indianapolis,IN,1,I ordered a Big Mac and got a McChicken. Food was clearly sitting under the heat lamp for hours. Garbage overflowing from every trash can.,2024-12-28,user_56154
427,McDonald's (Highway),Jacksonville,FL,4,Bathrooms were surprisingly clean. Great deals on the app.,2019-09-13,user_76910
428,McDonald's (Airport),Cleveland,OH,1,"15 minute wait for a simple order.  Tables were sticky and trash everywhere.  No napkins, no ketchup, wrong sauce.",2024-06-16,user_77726
429,McDonald's (Walmart),Baltimore,MD,5,Very clean dining area. They got everything right. Very friendly employees at this location. Got my food in under 3 minutes! ,2020-08-28,user_46171
430,McDonald's (Airport),Atlanta,GA,4,Can't beat the price! Restaurant was spotless and clean.,2018-10-18,user_68719
431,McDonald's,Raleigh,NC,3,Typical fast food visit. Fries were cold and limp. Could be better.,2021-04-29,user_69950
432,McDonald's (Walmart),Tulsa,OK,2,Floors were dirty and tables hadn't been wiped. They forgot my order and I had to wait another 10 minutes. Prices have gone up so much. Wrong order. Had to go back.,2022-01-16,user_22065
433,McDonald's (Airport),Austin,TX,1,Missing half the items from a large order. Bathrooms were absolutely disgusting. 15 minute wait for a simple order. Not worth the price anymore. Will not return.,2021-01-20,user_48102
434,McDonald's,Seattle,WA,5,Great deals on the app. Fastest McDonald's I've been to.,2023-03-28,user_87852
435,McDonald's (Highway),Raleigh,NC,4,Very friendly employees at this location. Great deals on the app. Very clean dining area.,2023-10-18,user_77017
436,McDonald's (Airport),Memphis,TN,5,Very friendly employees at this location. Breakfast menu is excellent here. They got everything right. Can't beat the price!,2018-09-21,user_4689
437,McDonald's (Highway),Memphis,TN,1,"Tables were sticky and trash everywhere. Rude staff, will not return. Prices have gone up so much.",2024-03-28,user_60414
438,McDonald's (Walmart),Houston,TX,4,Restaurant was spotless and clean. Good food at affordable prices. They got my order right and were very polite.,2019-08-09,user_3509
439,McDonald's (Airport),Omaha,NE,5,They got everything right. Egg McMuffin was perfect this morning.,2022-07-31,user_59841
440,McDonald's,San Jose,CA,3,Nothing special but nothing terrible either. McFlurry was made perfectly.,2022-07-29,user_6583
441,McDonald's,Portland,OR,5,They got everything right. In and out in 5 minutes. This is my go-to McDonald's!,2020-09-08,user_56788
442,McDonald's,Nashville,TN,1,Manager was no help when I complained. Bathrooms were absolutely disgusting. Missing items from my order.,2020-09-04,user_56606
443,McDonald's (Walmart),Fort Worth,TX,3,Nothing special but nothing terrible either. Drive-thru took forever. Could be better.,2024-03-27,user_72794
444,McDonald's (Highway),Louisville,KY,1,Floors were dirty and tables hadn't been wiped. Stale buns and wilted lettuce. 15 minute wait for a simple order. Missing half the items from a large order. Save your money and go somewhere else!,2021-04-24,user_79332
445,McDonald's (Walmart),Salt Lake City,UT,5,great tasting burgers and crispy fries. got my food in under 3 minutes!,2022-02-15,user_68521
446,McDonald's,Las Vegas,NV,5,Great customer service! Dollar menu is a lifesaver. Restaurant was spotless and clean. They got everything right.,2023-06-29,user_17609
447,McDonald's Drive-Thru,Tampa,FL,4,Can't beat the price! They got everything right.,2021-01-04,user_36744
448,McDonald's Drive-Thru,Pittsburgh,PA,2,Prices have gone up so much. Waited 20 minutes for my order. Floors were dirty and tables hadn't been wiped.,2020-10-08,user_23793
449,McDonald's Drive-Thru,Boise,ID,4,"Can't beat the price! Order was 100% correct. Bathrooms were surprisingly clean. Best fries in fast food, always crispy.",2024-05-16,user_18721
450,McDonald's (Walmart),San Francisco,CA,2,Tables were sticky and trash everywhere. Worst burger I've ever had. Employee rolled their eyes when I asked a question.,2019-02-11,user_54271
451,McDonald's (Airport),Richmond,VA,1,McNuggets were undercooked and gross. Missing half the items from a large order.,2021-10-06,user_60720
452,McDonald's,Miami,FL,1,The line didn't move for ages. The meat patty was paper thin. Missing items from my order. Will not return.,2021-04-03,user_24914
453,McDonald's,Tulsa,OK,5,One of the cleanest fast food places I've been to. They got my order right and were very polite. Egg McMuffin was perfect this morning. Highly recommended!,2022-10-06,user_48747
454,McDonald's (Airport),Portland,OR,1,Order was completely wrong.  Prices have gone up so much.  They acted like I was bothering them.  Breakfast sandwich was ice cold.  Save your money and go somewhere else!,2021-10-19,user_91926
455,McDonald's (Walmart),Miami,FL,5,"Perfect order, nothing missing. Bathrooms were surprisingly clean. Chicken sandwich was surprisingly good.",2022-02-14,user_33475
456,McDonald's (Airport),Richmond,VA,3,About what you'd expect. Food was hot and tasty as always.,2022-02-26,user_22227
457,McDonald's,New York,NY,4, Got my food in under 3 minutes! Very clean dining area. Great deals on the app. Staff was friendly and helpful.,2023-08-27,user_94748
458,McDonald's (Highway),Kansas City,MO,5,Bathrooms were surprisingly clean. They got everything right. McNuggets were perfectly cooked. Can't beat the price! Highly recommended!,2021-12-28,user_71053
459,McDonald's (Airport),Tucson,AZ,1,Drive-thru took forever. Order was completely wrong. Not worth the price anymore. The cheese wasn't even melted.,2022-05-18,user_20945
460,McDonald's,Portland,OR,5,Staff was friendly and helpful. Can't beat the price!,2020-08-23,user_82997
461,McDonald's (Walmart),Charlotte,NC,5,They got everything right. Got my food in under 3 minutes! Tables were wiped down and floors were clean. Breakfast menu is excellent here.,2023-05-24,user_49728
462,McDonald's,Raleigh,NC,3,It's McDonald's. You know what you're getting. McNuggets were perfectly cooked. Could be better.,2018-07-04,user_42925
463,McDonald's (Highway),Salt Lake City,UT,4,GREAT TASTING BURGERS AND CRISPY FRIES. THEY GOT EVERYTHING RIGHT. DOLLAR MENU IS A LIFESAVER.,2020-11-09,user_27384
464,McDonald's (Walmart),Albuquerque,NM,5, Tables were wiped down and floors were clean. Dollar menu is a lifesaver. Drive-thru was super fast. McFlurry was made perfectly.,2022-04-18,user_19325
465,McDonald's Drive-Thru,San Antonio,TX,2,No one greeted me or acknowledged my presence. Food was clearly sitting under the heat lamp for hours. The line didn't move for ages.,2020-04-13,user_14540
466,McDonald's,Richmond,VA,1,"Prices have gone up so much. No napkins, no ketchup, wrong sauce. Save your money and go somewhere else!",2019-09-27,user_33771
467,McDonald's (Airport),Baltimore,MD,4,"Quarter Pounder was juicy and fresh. Bathrooms were surprisingly clean. Perfect order, nothing missing. Great value for the money.",2022-10-09,user_19315
468,McDonald's (Airport),New York,NY,5,Very clean dining area. Staff was friendly and helpful. Good food at affordable prices. In and out in 5 minutes.,2020-10-21,user_18140
469,McDonald's (Airport),San Diego,CA,1,"The food was disgusting.  Never again.  Prices have gone up so much.  No napkins, no ketchup, wrong sauce.  Save your money and go somewhere else!",2023-08-26,user_30093
470,McDonald's (Highway),Philadelphia,PA,5,Tables were wiped down and floors were clean. Great value for the money. This is my go-to McDonald's!,2022-01-22,user_52556
471,McDonald's Drive-Thru,Louisville,KY,4,Quick service even during lunch rush. Service with a smile!,2020-10-13,user_55644
472,McDonald's Drive-Thru,San Francisco,CA,5,THE FOOD QUALITY HAS IMPROVED A LOT. QUICK AND COURTEOUS SERVICE. BATHROOMS WERE SURPRISINGLY CLEAN. THEY GOT EVERYTHING RIGHT. HIGHLY RECOMMENDED!,2023-02-21,user_75604
473,McDonald's (Walmart),Austin,TX,5,Great value for the money. Tables were wiped down and floors were clean. Fastest McDonald's I've been to. Service with a smile! This is my go-to McDonald's!,2023-10-05,user_43442
474,McDonald's,Jacksonville,FL,4,Order was 100% correct. Staff was friendly and helpful. Fastest McDonald's I've been to.,2021-11-12,user_27536
475,McDonald's Drive-Thru,Detroit,MI,5,Drive-thru was super fast.  Great customer service! Chicken sandwich was surprisingly good.  Restaurant was spotless and clean.,2023-06-13,user_87254
476,McDonald's Drive-Thru,Houston,TX,1,For these prices I'd rather eat somewhere else. There were flies buzzing around the dining area. Missing items from my order. Will not return. Save your money and go somewhere else!,2024-07-01,user_28613
477,McDonald's,Omaha,NE,5,The crew was fast and efficient. Can't beat the price!,2024-01-28,user_60799
478,McDonald's (Airport),Phoenix,AZ,4,Got my food in under 3 minutes! They got everything right. One of the cleanest fast food places I've been to. Breakfast menu is excellent here.,2023-09-25,user_88106
479,McDonald's Drive-Thru,Atlanta,GA,5,Quick service even during lunch rush. Very clean dining area. Great tasting burgers and crispy fries. Highly recommended!,2022-09-21,user_48264
