sighting_id,datetime,city,state,shape,duration_text,duration_seconds,description,date_posted
433,2011-11-06 23:04,Spokane,WA,cigar,a few hours,10744,On my way home at 10:30 PM My attention was drawn to a cigar-shaped light. It was pure white. It split into two separate lights. Completely silent. Made a low humming sound.,2011-11-24
434,2006-05-25 20:56,Long Beach,CA,light,all night,9518,I was outside at predawn when A single light object was visible for several minutes. It zigzagged across the sky before disappearing. Phone camera would not focus on it. Checked FlightRadar - no aircraft in the area.,2006-08-17
435,2010-10-29 23:01,Jackson,MS,unknown,a couple minutes,136,I was outside at 9 PM when A single unknown object was visible for several minutes. It was blue-green. Moved at a very high altitude. Checked FlightRadar - no aircraft in the area. Called the local police.,2010-11-23
436,2010-04-03 20:14,Asheville,NC,Sphere,  10 seconds,10,At approximately 11:00 PM A bright sphere appeared suddenly in the sky. It was bright white. Drifted slowly westward. I am a skeptic but cannot explain what I saw.,2010-06-27
437,2001-07-16 21:52,Cleveland,OH,circle,2 to 3 minutes,1108,Returning from work at 2:30 AM Witnessed a circle-like object at high altitude. Moved slowly at first then accelerated at incredible speed.,2001-07-27
438,2006-12-08 15:35,Tampa,FL,Other,45 hours,3671,At approximately 8:30 PM There was a strange other hovering over the treeline.  It was blue.  Flew in a circular pattern.  Other witnesses were present.,2007-01-26
439,2011-07-04 17:42,Charlotte,NC,DISK,a few minutes,1726,Returning from work at 2:30 AM Saw a very bright disk-shaped object. The object appeared to descend then rose back up.,2011-07-12
440,2019-12-30 20:54,Bethesda,MD,fireball,over an hour,8047,While driving at 1:00 AM A fireball-shaped object was hovering above us. It split into two separate lights. My whole family witnessed this. Other witnesses were present.,2020-01-04
441,2016-09-26 20:49,Indianapolis,IN,triangle,~45 min,65,While driving at 8:00 PM A bright triangle appeared suddenly in the sky. It was yellowish. Traveled from horizon to horizon in seconds. Clear sky conditions.,2016-12-06
442,2009-03-25 21:16,Sioux Falls,SD,light,30+ minutes,264,Walking the dog at 9:15 PM A light-shaped object was hovering above us. Dropped rapidly then stopped mid-air. I have seen satellites and this was NOT a satellite. Made a low humming sound.,2009-04-27
443,1997-11-18 21:38,Miami,FL,light,10 hours,11144, At exactly 10 PM We saw what appeared to be a light in the sky. Moved erratically with sudden stops and starts.,1998-02-10
444,2010-05-01 10:02,Pittsburgh,PA,FORMATION,1-2 minutes,1076,On my way home at around 10 Saw a very bright formation-shaped object. It was yellowish. The object appeared to descend then rose back up.,2010-05-12
445,2022-12-19 19:36,Bend,OR,fireball,approximately 90 seconds,85,I looked up at around 10 and A bright fireball appeared suddenly in the sky. It was green. Moved erratically with sudden stops and starts.,2023-01-29
446,2018-04-24 23:26,Cincinnati,OH,SPHERE,several minutes,949,Stargazing at 10 PM There was a large sphere object in the northern sky. It was reddish-orange. Hovered in place for several minutes without making any sound. I am a skeptic but cannot explain what I saw. No trail or exhaust visible.,2018-06-07
447,2009-06-05 19:40,Omaha,NE,Formation,30 minutes,1597,I looked up at 8:30 PM and A single formation object was visible for several minutes. It was reddish-orange. The object moved in a straight line then suddenly changed direction. Completely silent.,2009-07-25
448,2021-06-18 13:18,Arlington,TX,formation,  2 seconds,95,Returning from work at sunset A bright formation appeared suddenly in the sky. Dropped rapidly then stopped mid-air. Temperature seemed to drop. I was completely sober.,2021-09-02
449,2021-02-01 20:23,Madison,WI,circle,not sure,247,Shortly before 8:30 PM Witnessed a circle-like object at high altitude. It was silver. Moved at a very high altitude. I have seen satellites and this was NOT a satellite.,2021-02-28
450,2012-11-11 07:18,San Antonio,TX,triangle,15 hrs,5595,Walking the dog at 2:30 AM A triangle-shaped object was hovering above us. It was silver. It moved from north to south very slowly.,2012-12-06
451,1996-01-07 14:36,Greensboro,NC,Fireball,3 minutes,915,While driving at 2:30 AM We saw what appeared to be a fireball in the sky. It split into two separate lights. Called the local police. This was unlike any drone.,1996-01-28
452,2014-08-17 20:04,Columbia,SC,FORMATION,around 60 seconds,25,While camping at late evening Multiple formation shaped objects appeared. The object moved in a straight line then suddenly changed direction. No sound at all. I am a skeptic but cannot explain what I saw.,2014-09-20
453,2013-03-16 14:12,Portland,OR,cylinder,30 seconds,63,I looked up at predawn and There was a large cylinder object in the northern sky. The object moved in a straight line then suddenly changed direction. Several neighbors also saw it.,2013-05-23
454,2017-05-08 22:42,Camden,NJ,Sphere,3-8 minutes,889,While driving at dusk There was a large sphere object in the northern sky. Moved slowly at first then accelerated at incredible speed.,2017-05-25
455,2019-10-16 20:43,Tampa,FL,triangle,split second,34,Walking the dog at dusk Observed a triangle shaped craft silently moving. It was amber. Moved at a very high altitude. Several neighbors also saw it.,2019-10-22
456,2009-08-06 19:49,Springfield,MO,light,30 secs,100,On my way home at dusk Noticed a light moving erratically across the sky. It was bright orange. It zigzagged across the sky before disappearing. There was a faint buzzing noise. I know what I saw.,2009-09-26
457,2020-10-30 17:26,Fort Lauderdale,FL,TRIANGLE,60 secs,65,I was outside at 8:30 PM when I noticed a bright triangle-shaped object in the sky. It was blue. It hovered silently for a while then moved away quickly.,2020-12-18
458,2016-09-09 22:04,Oakland,CA,light,about 3 minutes,427,While camping at predawn There was a strange light hovering over the treeline. It was yellowish. Moved at a very high altitude. Completely silent. I have 20/20 vision.,2016-11-09
459,2011-04-14 19:30,Yonkers,NY,Fireball,30 seconds to 1 minute,1592,I looked up at 10:30 PM and A bright fireball appeared suddenly in the sky. It was bright white. Flew in a circular pattern.,2011-05-03
460,2019-02-06 12:31,Nashville,TN,light,  90 seconds,8,Stargazing at 8:30 PM I spotted a glowing light shape moving across the sky. It was blue-green. Drifted slowly westward.,2019-03-13
461,2017-10-18 19:41,Syracuse,NY,other,  3 seconds,55,On my way home at 10:00 PM Observed a other shaped craft silently moving. It was bright white. It moved from north to south very slowly. Called the local police. I am a pilot and have never seen anything like this.,2017-12-21
462,2005-07-24 22:26,Augusta,GA,light,20 min,1289,Returning from work at sunset My attention was drawn to a light-shaped light. Hovered in place for several minutes without making any sound. I know what I saw.,2005-10-10
463,2007-12-30 21:54,Jackson,MS,Fireball,split second,61,Around 8:00 PM I spotted a glowing fireball shape moving across the sky. The object appeared to descend then rose back up. I managed to take a photo but it came out blurry.,2008-01-08
464,2010-04-21 00:12,Syracuse,NY,sphere,a few hours,3069,We were sitting outside around 11:00 PM when We saw what appeared to be a sphere in the sky. It split into two separate lights.,2010-06-10
465,2009-08-09 23:47,Rapid City,SD,LIGHT,10-12 minutes,1675,We were sitting outside around 11:00 PM when A light-shaped object was hovering above us. It was reddish-orange. It hovered silently for a while then moved away quickly. My dog started barking.,2009-11-03
466,2013-10-08 19:24,Ogden,UT,fireball,over an hour,4521,Walking the dog at 2:30 AM A single fireball object was visible for several minutes. It was multi-colored. Dropped rapidly then stopped mid-air. Several neighbors also saw it.,2013-10-12
467,2020-10-12 21:13,St. Louis,MO,circle,10 seconds,47,I looked up at midnight and I noticed a bright circle-shaped object in the sky. It was yellowish. Moved slowly at first then accelerated at incredible speed. Several neighbors also saw it.  ,2021-01-03
468,2013-07-05 21:17,Kansas City,MO,flash,10-20 seconds,23,While driving at just after dark Saw a very bright flash-shaped object. It was orange. The object moved in a straight line then suddenly changed direction. Completely silent.,2013-07-22
469,2001-03-15 20:03,Reading,PA,triangle,20 secs,115,On my way home at 11:45 PM Noticed a triangle moving erratically across the sky. Remained stationary then vanished. No sound at all. It left a trail behind it.,2001-05-19
470,2004-03-02 14:12,St. Paul,MN,light,15 seconds,72,At exactly 10:30 PM Witnessed a light-like object at high altitude. It was reddish-orange. It zigzagged across the sky before disappearing. Car radio had static. Other witnesses were present.,2004-05-17
471,2016-07-04 21:13,Bend,OR,Light,20 min,665,At approximately 9 PM A single light object was visible for several minutes. It was blue. Hovered in place for several minutes without making any sound. I have seen satellites and this was NOT a satellite. No trail or exhaust visible.,2016-08-11
472,2007-02-12 19:22,Stamford,CT,circle,about 90 seconds,20,I looked up at early morning and There was a large circle object in the northern sky. Moved at a very high altitude. I was completely sober.,2007-03-19
473,2002-04-15 14:59,El Paso,TX,disk,several seconds,85,We were sitting outside around 9:15 PM when Witnessed a disk-like object at high altitude. Remained stationary then vanished.,2002-05-09
474,2021-07-06 21:28,Idaho Falls,ID,sphere,10-15 minutes,1511,At exactly predawn Witnessed a sphere-like object at high altitude. It was multi-colored. Moved erratically with sudden stops and starts.,2021-09-09
475,2002-05-19 17:01,Dallas,TX,rectangle,over an hour,3928,Walking the dog at dusk Saw a very bright rectangle-shaped object.  It zigzagged across the sky before disappearing.  This was NOT a plane or helicopter.,2002-06-07
476,2006-05-06 13:13,Raleigh,NC,light,45 seconds,45,Around 8:30 PM What looked like a light was seen in the western sky. The object appeared to descend then rose back up. There were pulsating lights.,2006-05-23
477,2009-06-11 22:52,Madison,WI,sphere,15 min,484,Returning from work at predawn A sphere-shaped object was hovering above us. Remained stationary then vanished. It was much too large to be a drone.  ,2009-06-21
478,2016-03-07 15:05,Aurora,IL,circle,10-15 minutes,893,At about 11:45 PM Observed a circle shaped craft silently moving. Moved slowly at first then accelerated at incredible speed. Other witnesses were present.,2016-03-09
479,2004-07-22 18:31,Boulder,CO,CIRCLE,instant,471,I looked up at sunset and Saw a very bright circle-shaped object. It was yellowish. Remained stationary then vanished.,2004-10-17
480,2001-07-05 20:12,Bellevue,WA,Other,2 hrs,9821,While driving at sunset I noticed a bright other-shaped object in the sky. Remained stationary then vanished. Temperature seemed to drop.,2001-07-28
481,2008-07-10 20:38,El Paso,TX,Light,60s,139,On my way home at 11:00 PM Multiple light shaped objects appeared. It was pure white. It split into two separate lights. Car radio had static.,2008-09-16
482,2015-07-04 16:09,Indianapolis,IN,Circle,10-20 seconds,52,At approximately 11:45 PM A single circle object was visible for several minutes. It was pulsating red. It zigzagged across the sky before disappearing. Called the local police.,2015-09-12
483,2020-10-12 19:13,Lexington,KY,Triangle,less than a minute,401,Walking the dog at 3:00 AM I spotted a glowing triangle shape moving across the sky. It was green. It hovered silently for a while then moved away quickly. Checked FlightRadar - no aircraft in the area.,2020-10-25
484,2006-07-04 13:39,Reading,PA,oval,a couple seconds,61,Returning from work at late evening I noticed a bright oval-shaped object in the sky. It was yellowish. Remained stationary then vanished. This was NOT a plane or helicopter.,2006-09-29
485,2011-09-19 23:40,Trenton,NJ,light,a few seconds,58,Walking the dog at 11 PM I noticed a bright light-shaped object in the sky. It was glowing white. It moved from north to south very slowly. This was unlike any drone.,2011-11-30
486,2018-06-18 08:38,Honolulu,HI,light,maybe 45 seconds,111,At about 9 PM What looked like a light was seen in the western sky. It was bright orange. The object appeared to descend then rose back up. My whole family witnessed this.,2018-09-08
487,2018-07-13 13:25,Arlington,VA,Triangle,~30 min,36,I looked up at dusk and Saw a very bright triangle-shaped object. It was red. Moved slowly at first then accelerated at incredible speed.,2018-10-01
488,2006-07-03 20:46,Atlanta,GA,triangle,10-15 minutes,76,On my way home at predawn Noticed a triangle moving erratically across the sky. Flew in a circular pattern. Not the first sighting in this area. There were no clouds.,2006-07-26
489,2013-04-05 15:57,Long Beach,CA,fireball,5 hours,9995,Walking the dog at 10:30 PM Saw a very bright fireball-shaped object. Drifted slowly westward.,2013-07-02
490,2017-12-28 17:50,Durham,NC,flash,1-2 minutes,928,While driving at 9:15 PM I spotted a glowing flash shape moving across the sky. The object moved in a straight line then suddenly changed direction. It left a trail behind it.,2018-01-13
491,2002-10-19 21:07,Montgomery,AL,circle,10-15 minutes,228,At exactly just after dark A single circle object was visible for several minutes. It was pure white. Traveled from horizon to horizon in seconds.,2002-12-16
492,2017-08-25 09:33,Pittsburgh,PA,flash,a few seconds,61,On my way home at 11 PM Multiple flash shaped objects appeared. It was blue-green. Hovered in place for several minutes without making any sound.,2017-09-22
493,2015-01-12 21:47,Rapid City,SD,fireball,30+ minutes,1101,At exactly 9 PM There was a strange fireball hovering over the treeline. It moved from north to south very slowly. Phone camera would not focus on it. I have never reported anything like this before.,2015-02-10
494,2009-05-25 21:07,Aurora,CO,fireball,60 seconds,95,Just after sunset Multiple fireball shaped objects appeared. It was pulsating red. Moved slowly at first then accelerated at incredible speed. Not the first sighting in this area.,2009-06-05
495,2023-07-04 19:15,Yonkers,NY,light,45-48 minutes,112,We were sitting outside around 2:30 AM when What looked like a light was seen in the western sky. It was blue-green. The object appeared to descend then rose back up. My dog started barking. Checked FlightRadar - no aircraft in the area.,2023-09-17
496,2013-11-02 15:40,Long Beach,CA,LIGHT,3min,1255,While driving at 3:00 AM My attention was drawn to a light-shaped light. It was multi-colored. Moved slowly at first then accelerated at incredible speed. Electronics malfunctioned nearby. There were no clouds.,2013-12-05
497,2018-07-06 15:30,Olympia,WA,Triangle,over 60 hours,12055,While driving at 10:30 PM Saw a very bright triangle-shaped object. Traveled from horizon to horizon in seconds.,2018-07-15
498,2018-02-28 18:40,Minneapolis,MN,Light,a few seconds,41,Stargazing at around 10 A bright light appeared suddenly in the sky. It was blue. The object appeared to descend then rose back up. This was NOT a plane or helicopter. I have seen satellites and this was NOT a satellite.,2018-05-18
499,2017-07-16 20:50,Durham,NC,light,a few seconds,40,AT EXACTLY SUNSET THERE WAS A STRANGE LIGHT HOVERING OVER THE TREELINE. DROPPED RAPIDLY THEN STOPPED MID-AIR. TEMPERATURE SEEMED TO DROP.,2017-07-24
500,2023-10-15 21:01,Billings,MT,Light,several minutes,905,Stargazing at 9 PM Witnessed a light-like object at high altitude. It was blue-green. The object appeared to descend then rose back up.,2023-11-05
501,2009-09-16 23:02,Provo,UT,other,over 90 hours,2771,Around 9:15 PM Multiple other shaped objects appeared. It was silver. Remained stationary then vanished. I was completely sober.,2009-11-08
502,2020-08-19 12:05,Ann Arbor,MI,Sphere,over an hour,4101,Stargazing at 10:00 PM There was a strange sphere hovering over the treeline. Drifted slowly westward. Electronics malfunctioned nearby.,2020-10-05
503,2009-09-09 20:59,San Francisco,CA,disk,approximately 60 seconds,117,I looked up at sunset and I noticed a bright disk-shaped object in the sky. It was bright white. Drifted slowly westward. Reported to MUFON as well. I was completely sober.,2009-11-20
504,2019-10-28 22:36,Iowa City,IA,Disk,20 min,983,While driving at 11:00 PM Multiple disk shaped objects appeared. It was red. Drifted slowly westward. I know what I saw.,2019-12-19
505,2015-07-04 00:14,Aurora,IL,triangle,several seconds,84,Walking the dog at midnight Saw a very bright triangle-shaped object. Remained stationary then vanished. This was NOT a plane or helicopter.,2015-09-11
506,2015-10-18 16:04,Naperville,IL,Rectangle,approx. 30 min,507,Returning from work at midnight Saw a very bright rectangle-shaped object. It was red. Dropped rapidly then stopped mid-air.,2015-11-14
507,2011-06-07 21:37,Boise,ID,chevron,over an hour,14196,Just after 10:30 PM A bright chevron appeared suddenly in the sky. Remained stationary then vanished. I have seen satellites and this was NOT a satellite. No trail or exhaust visible.,2011-07-10
508,2014-01-13 21:25,Providence,RI,triangle,instant,96,Walking the dog at just after dark Saw a very bright triangle-shaped object.  It was amber.  It hovered silently for a while then moved away quickly.  I have seen satellites and this was NOT a satellite.,2014-03-21
509,2004-10-02 20:13,Rapid City,SD,Circle,~5 min,1549, Stargazing at 11:45 PM Witnessed a circle-like object at high altitude. Moved slowly at first then accelerated at incredible speed.,2004-11-05
510,2016-07-03 16:56,Jersey City,NJ,FORMATION,a couple minutes,353,Around 8:00 PM Witnessed a formation-like object at high altitude. It zigzagged across the sky before disappearing. My dog started barking.,2016-09-10
511,2012-10-01 15:30,Tulsa,OK,light,3-5 minutes,1039,On my way home at early morning There was a large light object in the northern sky. It was silver. Hovered in place for several minutes without making any sound.,2012-12-19
512,2002-03-22 15:45,Dover,DE,unknown,15 min,1561,Returning from work at 9 PM Multiple unknown shaped objects appeared. It was green. It moved from north to south very slowly.,2002-05-03
513,1997-11-07 20:52,Dover,DE,circle,about half an hour,14005,Shortly before just after dark Saw a very bright circle-shaped object. It was yellowish. Drifted slowly westward.,1998-01-31
514,2002-10-09 02:23,Charlotte,NC,Diamond,5-10 seconds,71,On my way home at 3:00 AM A diamond-shaped object was hovering above us. Moved erratically with sudden stops and starts. Temperature seemed to drop.,2002-11-02
515,2011-12-07 09:43,Miami,FL,light,about 90 minutes,1668,I looked up at sunset and What looked like a light was seen in the western sky. It was silver. It moved from north to south very slowly. I am a pilot and have never seen anything like this.,2011-12-27
516,2014-06-07 14:25,Reading,PA,chevron,15 mins,183,Shortly before late evening Multiple chevron shaped objects appeared. It was pure white. It zigzagged across the sky before disappearing.,2014-07-09
517,2011-06-19 11:53,Aurora,IL,diamond,90 minutes,451,While driving at 11:00 PM Multiple diamond shaped objects appeared. It was yellowish. It hovered silently for a while then moved away quickly. Called the local police. I know what I saw.,2011-09-12
518,2012-07-20 18:04,Lincoln,NE,Flash,about 3 hour,8778,We were sitting outside around 11:45 PM when Noticed a flash moving erratically across the sky. Traveled from horizon to horizon in seconds. Partly cloudy.,2012-09-05
519,2007-07-23 23:26,San Francisco,CA,flash,over 15 hours,8675,Walking the dog at 2:30 AM Witnessed a flash-like object at high altitude. It was orange. Traveled from horizon to horizon in seconds.,2007-09-24
520,2015-06-17 22:42,Akron,OH,light,around 90 seconds,16,Stargazing at 1:00 AM Witnessed a light-like object at high altitude. It was blue-green. Moved at a very high altitude. Made a low humming sound.,2015-08-23
521,1999-10-24 21:42,Little Rock,AR,SPHERE,a couple seconds,118,I was outside at 8:00 PM when A single sphere object was visible for several minutes. It was pure white. It split into two separate lights. This was unlike any drone.,1999-12-05
522,2012-05-26 10:35,Stamford,CT,disk,~45 min,713,At exactly predawn What looked like a disk was seen in the western sky. Made a sharp 90-degree turn which no aircraft could do. I have 20/20 vision.,2012-07-29
523,2016-04-28 21:22,Rockford,IL,formation,several seconds,25,We were sitting outside around 3:00 AM when Noticed a formation moving erratically across the sky. It was pulsating red. Moved erratically with sudden stops and starts. I have never reported anything like this before.,2016-07-14
524,2021-11-05 21:34,Cleveland,OH,rectangle,90 hrs,7105,Just after 11 PM There was a strange rectangle hovering over the treeline. It was silver. Hovered in place for several minutes without making any sound. My whole family witnessed this. Completely silent.,2021-12-04
525,2012-03-10 13:01,Bismarck,ND,cigar,maybe 45 seconds,24,While camping at around 10 My attention was drawn to a cigar-shaped light. It was glowing white. Flew in a circular pattern. Several neighbors also saw it. The object had lights around its edge.,2012-04-10
526,2009-12-05 15:52,Baltimore,MD,Oval,less than a minute,244,Stargazing at predawn There was a large oval object in the northern sky. Made a sharp 90-degree turn which no aircraft could do. My whole family witnessed this.,2010-01-30
527,2001-01-15 19:03,Tulsa,OK,flash,~15 sec,115,On my way home at 8:00 PM A single flash object was visible for several minutes. It was multi-colored. Hovered in place for several minutes without making any sound. Clear sky conditions.,2001-02-14
528,2015-12-05 21:43,Nashville,TN,CHEVRON,a few minutes,1616,Around predawn We saw what appeared to be a chevron in the sky. It was blue-green. It moved from north to south very slowly. There were no clouds. I am a skeptic but cannot explain what I saw.,2015-12-09
529,2016-03-03 06:25,Cambridge,MA,oval,a couple seconds,40,At exactly 11:45 PM A single oval object was visible for several minutes. It was blue. Traveled from horizon to horizon in seconds.,2016-05-24
530,2001-02-09 00:38,Los Angeles,CA,OTHER,60 seconds,1,At exactly 9 PM I spotted a glowing other shape moving across the sky. It was pure white. Remained stationary then vanished.,2001-03-09
531,2023-09-05 20:36,Jacksonville,FL,Other,about 45 minutes,1304,At approximately late evening Noticed a other moving erratically across the sky. Moved slowly at first then accelerated at incredible speed. I was completely sober.,2023-09-18
532,2013-12-30 16:29,Gulfport,MS,unknown,~20 sec,47,At about 1:00 AM There was a strange unknown hovering over the treeline. It was bright orange. Flew in a circular pattern.,2014-03-25
533,2017-02-17 06:41,Springfield,IL,sphere,about half an hour,7048,At about 11 PM Saw a very bright sphere-shaped object. It was pulsating red. Moved at a very high altitude. Temperature seemed to drop.,2017-04-20
534,2016-12-25 15:43,Greenville,SC,Cigar,not sure,331,On my way home at 9:15 PM What looked like a cigar was seen in the western sky. It was blue. Flew in a circular pattern.,2017-02-19
535,2018-03-12 20:02,Little Rock,AR,Circle,several seconds,64,Just after early morning Multiple circle shaped objects appeared. The object moved in a straight line then suddenly changed direction. Clear sky conditions.,2018-06-05
536,2019-12-13 22:23,Cedar Rapids,IA,Light,15 min,1423,We were sitting outside around just after dark when I spotted a glowing light shape moving across the sky. It was pure white. It split into two separate lights. No sound at all.,2020-02-14
537,2007-07-05 17:44,Hartford,CT,disk,5 minutes,166,At about late evening Witnessed a disk-like object at high altitude. It was blue-green. It split into two separate lights. It left a trail behind it. I was completely sober.,2007-07-21
538,2011-04-03 19:31,St. Petersburg,FL,Cone,2-12 minutes,407,Around 10:00 PM There was a large cone object in the northern sky. It was yellowish. Dropped rapidly then stopped mid-air. This was NOT a plane or helicopter. Electronics malfunctioned nearby.,2011-04-28
539,2019-01-01 23:21,Bismarck,ND,Rectangle,30+ minutes,808, At about 3:00 AM What looked like a rectangle was seen in the western sky. It was red. The object appeared to descend then rose back up. Electronics malfunctioned nearby.,2019-02-07
540,2015-12-02 08:04,Macon,GA,light,several seconds,19,Returning from work at 10:30 PM Multiple light shaped objects appeared. It was multi-colored. It hovered silently for a while then moved away quickly. There was a faint buzzing noise. There were pulsating lights.,2016-02-13
541,2014-07-04 23:41,Dayton,OH,sphere,20 min,736,Walking the dog at 11 PM A bright sphere appeared suddenly in the sky. Hovered in place for several minutes without making any sound.,2014-08-23
542,2023-06-01 18:19,Austin,TX,circle,a few hours,5209,I was outside at 10 PM when Noticed a circle moving erratically across the sky. It was blue-green. Dropped rapidly then stopped mid-air. There were pulsating lights.,2023-08-08
543,2006-04-07 23:46,Fort Collins,CO,circle,split second,28,I was outside at 11:00 PM when A bright circle appeared suddenly in the sky. It was pulsating red. Dropped rapidly then stopped mid-air. No trail or exhaust visible.,2006-05-27
544,2022-12-01 21:24,Worcester,MA,triangle,about 30 minutes,338,I was outside at dusk when A bright triangle appeared suddenly in the sky. It was blue-green. Hovered in place for several minutes without making any sound. I have seen satellites and this was NOT a satellite.,2022-12-06
545,2017-02-01 22:55,San Francisco,CA,Triangle,about 10 minutes,1751,Around sunset My attention was drawn to a triangle-shaped light. Dropped rapidly then stopped mid-air. It was much too large to be a drone.,2017-02-21
546,2004-11-14 10:35,Springfield,MO,other,15 min,228,Stargazing at 9:15 PM A other-shaped object was hovering above us. Traveled from horizon to horizon in seconds. Phone camera would not focus on it.  ,2005-01-10
547,2015-11-16 23:36,Naperville,IL,Egg,90 mins,1417,I was outside at 11:00 PM when We saw what appeared to be a egg in the sky. The object appeared to descend then rose back up. I have seen satellites and this was NOT a satellite. I was completely sober.,2016-01-19
548,1997-06-06 16:16,Tampa,FL,Changing,several seconds,84,Just after 3:00 AM I spotted a glowing changing shape moving across the sky. It was multi-colored. Drifted slowly westward.,1997-07-19
549,2014-12-20 00:36,Oakland,CA,light,all night,18198,At exactly around 10 There was a strange light hovering over the treeline. Moved at a very high altitude. It was much too large to be a drone.,2015-01-26
550,2008-11-03 21:58,Reading,PA,FORMATION,3 mins,182,AT ABOUT SUNSET WE SAW WHAT APPEARED TO BE A FORMATION IN THE SKY. IT WAS BRIGHT ORANGE. MADE A SHARP 90-DEGREE TURN WHICH NO AIRCRAFT COULD DO.  ,2009-01-22
551,2001-12-15 20:21,Las Vegas,NV,SPHERE,10 mins,410,Around 10:00 PM I noticed a bright sphere-shaped object in the sky. It was pulsating red. Made a sharp 90-degree turn which no aircraft could do.,2002-02-14
552,2020-07-23 11:18,Shreveport,LA,FLASH,~60 min,192,At about midnight I spotted a glowing flash shape moving across the sky. It was silver. The object appeared to descend then rose back up. Called the local police. My dog started barking.,2020-09-12
553,2016-08-17 20:13,Durham,NC,other,20 min,1574,At about 10:00 PM I noticed a bright other-shaped object in the sky. It was yellowish. The object moved in a straight line then suddenly changed direction. Temperature seemed to drop. Other witnesses were present.,2016-11-12
554,2002-11-12 21:38,Milwaukee,WI,sphere,a few minutes,1053,Shortly before 8:30 PM Witnessed a sphere-like object at high altitude. It was blue-green. The object appeared to descend then rose back up.,2003-01-11
555,2009-12-13 18:57,Jersey City,NJ,light,5 secs,49,While camping at just after dark A light-shaped object was hovering above us. It was bright white. Moved at a very high altitude. I have never reported anything like this before. This was NOT a plane or helicopter.,2010-01-02
556,2008-07-06 15:54,Tucson,AZ,light,instant,71,At exactly 10:30 PM We saw what appeared to be a light in the sky. Traveled from horizon to horizon in seconds. I was completely sober. This was NOT a plane or helicopter.,2008-07-08
557,2022-05-10 20:27,Fort Wayne,IN,fireball,all night,25724,While driving at 10:00 PM I noticed a bright fireball-shaped object in the sky. It was multi-colored. Made a sharp 90-degree turn which no aircraft could do.,2022-07-31
558,2021-10-18 16:50,Aurora,IL,formation,maybe 45 seconds,105,While camping at 1:00 AM A bright formation appeared suddenly in the sky. It was pure white. It hovered silently for a while then moved away quickly. Not the first sighting in this area.,2021-12-25
559,2013-11-24 14:28,Savannah,GA,Oval,approximately 45 seconds,29,Walking the dog at 8:00 PM Witnessed a oval-like object at high altitude. It was glowing white. Traveled from horizon to horizon in seconds. This was NOT a plane or helicopter. My whole family witnessed this.,2013-12-20
560,2020-12-20 20:18,Shreveport,LA,flash,30 hours,13279, While camping at 8:00 PM I spotted a glowing flash shape moving across the sky. It was red. Moved erratically with sudden stops and starts.,2021-01-08
561,2012-03-15 21:06,Huntington,WV,triangle,approx. 90 min,691,At approximately 10:30 PM I noticed a bright triangle-shaped object in the sky. Traveled from horizon to horizon in seconds. This was NOT a plane or helicopter.,2012-06-06
562,2009-08-25 01:18,Springfield,IL,light, 5 minutes ,160,Returning from work at 10:00 PM A light-shaped object was hovering above us. It was silver. It moved from north to south very slowly. I am a skeptic but cannot explain what I saw. Other witnesses were present.,2009-09-03
563,2013-07-21 21:44,Arlington,TX,Light,about 10 hour,2725,Walking the dog at late evening I noticed a bright light-shaped object in the sky. It was reddish-orange. Made a sharp 90-degree turn which no aircraft could do. Made a low humming sound.,2013-08-08
564,2013-10-22 17:32,New Haven,CT,light,~2 sec,76,At approximately midnight There was a large light object in the northern sky. It was bright white. Remained stationary then vanished. Other witnesses were present.,2013-11-11
565,2014-09-10 14:23,Norfolk,VA,Cigar,20min,834,Around just after dark I spotted a glowing cigar shape moving across the sky. It was amber. Flew in a circular pattern.,2014-10-07
566,2006-09-27 20:13,Topeka,KS,CIRCLE,10-20 seconds,28,I looked up at 8:00 PM and I spotted a glowing circle shape moving across the sky. It was reddish-orange. It moved from north to south very slowly. Clear sky conditions.,2006-11-17
567,2015-07-18 20:50,Baltimore,MD,Light,90 secs,110,At approximately 2:30 AM Noticed a light moving erratically across the sky. It was amber. Flew in a circular pattern. I am a pilot and have never seen anything like this.,2015-09-04
568,2001-01-25 01:07,Allentown,PA,circle,around 3 minutes,1005,At about 8:00 PM We saw what appeared to be a circle in the sky. It was green. Dropped rapidly then stopped mid-air. My whole family witnessed this.,2001-02-14
569,2006-06-02 19:53,Jersey City,NJ,Chevron,~15 sec,93,WHILE DRIVING AT MIDNIGHT SAW A VERY BRIGHT CHEVRON-SHAPED OBJECT. IT WAS PULSATING RED. IT SPLIT INTO TWO SEPARATE LIGHTS.,2006-08-14
570,2020-12-16 21:45,Manchester,NH,TRIANGLE,several minutes,1145,At about sunset Multiple triangle shaped objects appeared. Hovered in place for several minutes without making any sound. This was unlike any drone.,2021-01-23
571,2004-11-22 19:23,Providence,RI,sphere,a few minutes,1573,I looked up at 11:45 PM and Noticed a sphere moving erratically across the sky. It was silver. Hovered in place for several minutes without making any sound. It was much too large to be a drone.,2004-12-19
572,2020-10-29 08:32,Chandler,AZ,LIGHT,2 to 3 minutes,1430,On my way home at dusk A bright light appeared suddenly in the sky. It was blue-green. Remained stationary then vanished. It left a trail behind it. I know what I saw.,2021-01-26
573,2018-08-15 10:44,Oklahoma City,OK,other,around 45 seconds,118,Around 3:00 AM There was a large other object in the northern sky.  Moved erratically with sudden stops and starts.,2018-08-19
